id,Content,Time,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11
R_5vwW4foDSKdnfUh,"south bound Cal train departures in the evening are not ideal for 12 hour nurses who often have a lengthy report before leaving the hospital, 1938pm departure is near impossible to catch most of the time and the next train leaves at 2026.  Is it possible to negotiate more convienent south bound train times?  somewhere between 1945 and 2000",10/14/13,Bike,,Other transit,,,,,,,,
R_cNnkGZJ0gCsA3pX,High tech companies in the area pick up and drop off their employees at multiple local residential areas and at multiple times.  They have multiple vehicles to complete this task.  They don't rely on employees fending for themselves (arranging their own vanpool or carpool).  They also provide wifi in the vehicles.  They rely on meta data of employees addresses to figure out good pick up locations.  You can always see if their are hospital or university employees that live within 1-2 miles of each other and figure out if there is away to you can provide better transportation options for these employees. ,10/14/13,,,,,,,,Carpooling/Vanpooling,,,
R_514DFayfPSpaey1,"Anything I have read about alternative commute options does not accommodate those of us who start early (0730) or leave variably (1700-1900), who work weekends, who work nights (1600-0800) and whose job requires staying until the work is past on to the next shift which can be significantly later than the regular end time.  Also if you have kids you need to have the ability to leave immediately and my work hours are often not Monday-Friday daytime hours.",10/14/13,,,,,,,,,,,Other
R_cMI8hilzPQ7x48d,I appreciate your program of having Marguerite drive the evening employees across the Dumbarton Bridge at 11:45 PM It helps a lot in relieving stress to look for parking in the afternoon and helps us get a little bit of rest from a very busy and overwhelming duties,10/14/13,,Marguerite,,,,,,,,,
R_3NHVJJLFYuLCxtH,"Train was late 2hours for a suicide and my supervisor still put 2 points against me on my attendance record. This is wrong. I understand being docked 2 hours of pay, but should not have the points on my record. I feel that we who ride the train should not be penalized if the train is that late.",10/14/13,,,Other transit,,,,,,,,
R_2ugI92KgCtfPsTX,have tried in past to find carpool match but too cumbersome and my hours are too restrictive,10/14/13,Bike,,,Commute Club,,,,,,,
R_3DcuZZSyKNuTu97,Thank you for providing employees with discounted ACE Pass and for the U-Line service.   It makes my commuted very relaxing  --  I love it.,10/14/13,,,Other transit,,,,,,,Survey/s,
R_4GU8cdrc3Nn8cdf,"Because of my work hours 1200-midnight, I am not eligible for the clear air cash.  But if I have to drive to work it is near impossible to find a parking spot in any area.  Evening shift employees should get some clear air cash, even if a reduced rate since we do come to campus when parking is still being enforced.  ",10/14/13,,,,Commute Club,Parking,,,,,,
R_8hURcqtoKqox0Db,I do not use carpool with an employee because I take and pick up my son to and from school and to sports right after.,10/14/13,,,,,,,,,,,
R_3eI02vcXZ4SSvnT,"bike loaners would be ideal! I use Caltrain, so I am unable to get to other areas of the campus that are not near Marguerite. Also, waiting for Marguerite can be awhile when my time is limited. ",10/14/13,Bike,,,,,,,,,,
R_77nc1iYv3LldleR,"I don't know how to ride a bike, if you offer classes and I learn, then I can ride my bike to work.",10/14/13,Bike,,,,,,,,,,
R_bEGUoO6Lh32AOW1,"I work evening shift on weekends and weekdays. If Marguerites were available frequently at 12:45 am onward and trains left Caltrain station at an appropriate time so that I wasn't waiting alone in the dark at 1 am and I had some sort of an incentive that would offset the cost of parking at the Mountain View Caltrain station I would consider commuting. As it is, I do not have to pay for parking because I do not start work until 4pm. So I weigh the option of possibly sitting alone in a train station late at night and then going to a parking lot to pick up my car I have paid to park vs. driving myself door to door and parking for free. ",10/14/13,,Marguerite,Other transit,,,,,,,,Other
R_9yvFFKJgFT9Tzil,I hope you can provide TECH parking again please the one coming from Embarcadero ,10/14/13,,,,,,,,,,,
R_cBArcuqE03Vcjxr,"I think the ardenwood express in the morning(730) marguerite should use a different route and not go down willow road its to congested and people are late to work, I think they should use university ave its less crowded.",10/14/13,,Marguerite,,,,,,,,,
R_5thdYSLzUT6ypAF,None,10/14/13,,,,,,,,,,,
R_bxxoRS0XDWk7wrz,Please provide transpotations options to SMOC-Redwood City from the East Bay (Union City),10/14/13,,Marguerite,Other transit,,,,,,,,
R_9F8DtUXYDTeadzn,"Currently, the U Line stops at Fremont Bart, and it takes another 1 hour commute by bus from Fremont to Milpitas.  I wish the U Line or Stanford Marguerite extends the route to Milpitas or Greatmall.",10/14/13,,Marguerite,Other transit,,,,,,,,
R_exGpxzqdzYTE2tT,"I could carpool or participate in a vanpoll if I could execise of premises. Also, I don't think that vanpool from my ZIP exists.",10/14/13,,,,Commute Club,,,,Carpooling/Vanpooling,,,
R_25MvdriycuaN07H,"I commute with my kids in the morning as they go to school in this area, but my end time is not as flexible.",10/14/13,,Marguerite,,Commute Club,,,,Carpooling/Vanpooling,,,
R_b8lho8t0fgKfgMJ,Thank you,10/14/13,,,,,,,,,,,
R_6gRoSCV3HBVlwG1,Please enforce bike riders to use bike lanes and not sidewalks. ,10/14/13,Bike,,,,,,Walking,,,,
R_38hOBnUSWA7pBsN,There needs to be more C parking around Vaden and less EA.  They can park in the Cowell lot off Bowdoin.  ,10/14/13,,,,,Parking,,,,,,
R_eCDSVRxAECUWdBr,Please provide a bart pass and parking incentive ,10/14/13,,,,,,,,,,,Other
R_9Y3e6erkiAbv6qp,I hope the hospital continues to provide free Caltrain passes afte the construction!,10/14/13,,,,Commute Club,,,,,,,
R_1XjucH7XdJ0gdGR,"needs more ""A"" parking",10/14/13,,,,,Parking,,,,,,
R_0k8RoWp2KsrWrc1,too far ...there is no single train/bus/bart for my entire route and the time to link fromone to another would not allow enough sleep time between my 12 hour night shifts,10/14/13,,,Other transit,,,,,,,,
R_3E1If3U6VJzCdP7,I just want more Margueritte shuttle on evenings like from 7-10 pm in 10-20 min frequency so I dont miss my train. and the timeliness of the Margueritte because the train comes hourly only starting 7 PM.,10/14/13,,Marguerite,,,,,,,,,
R_0SMC27l4DzVrHa5,It is very nice if there is also available alternative transportation for graveyard shift,10/14/13,,Marguerite,Other transit,,,,,,,,
R_6A54aVRQNFH6Xf7,"Many of the ""incentive"" programs are not applicable to me as a Relief Staff nurse, regardless of how many hours I work per week.  Taking Cal Train would be an option for me when I do 12 hour shifts but since I do not qualify for the Go Pass, I just drive because it is more convenient to not rely on Caltrain schedule",10/14/13,,,Other transit,,,,,,,,
R_b6ZyJqQzaw0a5yR,"I think the overall goal is to have people ""save the air"" by either using mass transportation or bike/walk into work.  There should be a discount for people who are doing their part but still wish to drive to have independence and such.  People who have hybrid vehicle should be able to have a discounted rate fo their parking permits",10/14/13,,,,,,,,,,,
R_cBZqpqfSJgXF4ep,"good for environments,an d helps the employee saves",10/14/13,,,,,,,,Carpooling/Vanpooling,,,
R_42RyXmKdrCaqlvf,nqne,10/14/13,,,,,Parking,,,,,,
R_diYwOTpaQbSgYjH,"I love the free eco/go pass system.  It would be great if Marguerite runs on weekends to and from hospital for 12 hour shift workers as well (7am-730pm, 7pm-730am) so I don't have to drive in in windter when at it dark at 630pm when I come in to work and don't feel safe walking or biking as a female at that hour in the dark.",10/14/13,Bike,Marguerite,Other transit,,,,Walking,,,,
R_eOGzI3aqIhKhWFD,Prorate parking fees for hospital employees that only park here two weekdays per week. And give us a break on your restricions for carpool. We cannot possibly carpool every single work day due to alternating scheduling. ,10/14/13,,,,,Parking,,,Carpooling/Vanpooling,,,
R_3UyO5NLnNxbqfD7,bikerS must used bikE lanes at stanford hospital campus and NOT THE SIDEWALK,10/14/13,,,,,,,,,,,
R_0jPEAil5FJnlu3r,i JUST WISH THE sHUTTLE THAt pass by 801 Welch is on time,10/14/13,,Marguerite,,,,,,,,,
R_bBoTR9hXjwxCBTL,I want the Marguerite to gg from Stockfarm to ADvance medical building( cancer center building). Thats my request.,10/14/13,,Marguerite,,,,,,,,,
R_3ZV5dPfeyamGLlj,none,10/14/13,,,,,,,,,,,
R_0eMjwSXiAU5Bsvr,Please add more marguerite shuttle buses to line bohanan. ,10/14/13,,Marguerite,,,,,,,,,
R_5zt9xyPbFUnZhM9,There needs to be enforcement of the rules of the road for bikes. Most riders are routinely breaking the law.,10/14/13,Bike,,,,,,,,,,
R_54I1xPqJHLnqXKB,Add more times to the U-Line to accomidate 12 hour shifts. 7:35 aqnd 8:05 would be ideal,10/14/13,,,Other transit,,Parking,,,,,,
R_9ZAiOrqk2Gu9nsV,I have used caltran pass for off campus activities.  Thanks,10/14/13,,,Other transit,,,,,,,,
R_bBeAGvSvIFDQnDT,Ecco and go pasess are the best programs that Stanford has as part of the employee benefits,10/14/13,,,,,,,,,P&TS website and/or online ordering system,,
R_ai1VWKTA7BUmksJ,"You should consider repainting some of the parking spaces wider at Hillview. Many cars cannot fit in one space comfotablely and end up parking over the line and taking two spaces. Also, many of the reserved parking spaces not designated for staff employees are mostly unused.",10/14/13,,,,,Parking,,,,,,
R_72III3PZ5GUqDml,More Marguerite stop locations services I always have to run to get the marguerite bus. Can you extend the services for 801 Marguerite no PM availabily services .Thanks a million,10/14/13,,Marguerite,,,,,,,,,
R_e8rCOKpqATdKT3v,I am interested in the discount offer to purchase an electric bike if any.,10/14/13,Bike,,,,,,,,,,
R_8d0easqQTVUOaDb,"The only comment that I have is that walking to personal activities around campus has becaome difficult near the hospitals due to all of the recent construction activities.  Also the single lane on campus drive, and recently added stop signs slow the flow of traffic on and off campus drive around the SOMm akes it less desirable to ride a bus, or telecommute and add additional time to my commute.  ",10/14/13,,,,,,,,,,,Other
R_blPoJNeqDNw0oSx,"I usually take the U line or DB at the Ardenwood station. When I arrive there, there is no parking available. The 50 payable spots are already taken and I am on the waiting list for over a year now. It is inconvenient to park at the near by shopping centers because any day my car might be towed. I live in Hayward, my son goes to school in Union City (9 year old) and it really is difficult to manage commuting due to parking issues. ",10/14/13,,,,Commute Club,,,,,,,
R_1UoA95bkc2kZs6V,"I tried once (long time ago thou) Emergency ride home, commute planning assistance, free ridematch; all with disappoiting no results resonable (e.g. I will not lenghten my commute almost twice (that is without including parking/late/missed conections) just to use public transportation)",10/14/13,,,Other transit,,Parking,,,,,,
R_1CfgJoeyo2ev3Df,i don't qualify for a lot of the programs because i'm now located at arastradero. ,10/14/13,,Marguerite,,Commute Club,,,,,,,
R_el1MuGbdiGJdWFT,"I wish the morning and evening peak time U lines and Ardenwood express can run at 15 min intervals, instead of half hour intervals.",10/14/13,,Marguerite,Other transit,Commute Club,,,,,,,
